300,1.94668,/localhome/gue/devel/ord/monos/test/pao-mono/107-6813.obj
15,545.218,/localhome/gue/devel/ord/monos/test/pao-mono/121-7715.obj
20,0.067292,/localhome/gue/devel/ord/monos/test/pao-mono/94-5965.obj
70,0.378859,/localhome/gue/devel/ord/monos/test/pao-mono/186-11886.obj
200,1.00148,/localhome/gue/devel/ord/monos/test/pao-mono/195-12478.obj
4000,554.762,/localhome/gue/devel/ord/monos/test/pao-mono/74-4723.obj
50,0.354605,/localhome/gue/devel/ord/monos/test/pao-mono/100-6375.obj
100,0.469248,/localhome/gue/devel/ord/monos/test/pao-mono/192-12276.obj
2000,39.8444,/localhome/gue/devel/ord/monos/test/pao-mono/72-4574.obj
5000,585.489,/localhome/gue/devel/ord/monos/test/pao-mono/89-5653.obj
35,0.113765,/localhome/gue/devel/ord/monos/test/pao-mono/53-3363.obj
500,5.94606,/localhome/gue/devel/ord/monos/test/pao-mono/200-12757.obj
800,16.4163,/localhome/gue/devel/ord/monos/test/pao-mono/207-13196.obj
800,9.83568,/localhome/gue/devel/ord/monos/test/pao-mono/21-1296.obj
500,7.26612,/localhome/gue/devel/ord/monos/test/pao-mono/201-12842.obj
4000,379.299,/localhome/gue/devel/ord/monos/test/pao-mono/26-1659.obj
5000,1280.35,/localhome/gue/devel/ord/monos/test/pao-mono/89-5671.obj
15,0.044417,/localhome/gue/devel/ord/monos/test/pao-mono/2-75.obj
35,0.121702,/localhome/gue/devel/ord/monos/test/pao-mono/125-7980.obj
90,0.51624,/localhome/gue/devel/ord/monos/test/pao-mono/104-6644.obj
600,5.95334,/localhome/gue/devel/ord/monos/test/pao-mono/138-8831.obj
20,0.055293,/localhome/gue/devel/ord/monos/test/pao-mono/3-186.obj
20,0.066447,/localhome/gue/devel/ord/monos/test/pao-mono/3-173.obj
20,0.075218,/localhome/gue/devel/ord/monos/test/pao-mono/94-5972.obj
800,7.68405,/localhome/gue/devel/ord/monos/test/pao-mono/140-8941.obj
1000,8.07708,/localhome/gue/devel/ord/monos/test/pao-mono/142-9034.obj
35,0.114826,/localhome/gue/devel/ord/monos/test/pao-mono/53-3345.obj
600,7.18886,/localhome/gue/devel/ord/monos/test/pao-mono/203-12972.obj
2000,116.79,/localhome/gue/devel/ord/monos/test/pao-mono/213-13592.obj
5000,622.434,/localhome/gue/devel/ord/monos/test/pao-mono/218-13930.obj
50,0.196079,/localhome/gue/devel/ord/monos/test/pao-mono/100-6381.obj
70,0.280703,/localhome/gue/devel/ord/monos/test/pao-mono/58-3671.obj
40,0.140179,/localhome/gue/devel/ord/monos/test/pao-mono/126-8027.obj
15,0.044642,/localhome/gue/devel/ord/monos/test/pao-mono/121-7685.obj
300,1.88244,/localhome/gue/devel/ord/monos/test/pao-mono/196-12521.obj
3000,561.036,/localhome/gue/devel/ord/monos/test/pao-mono/73-4654.obj
400,2.16405,/localhome/gue/devel/ord/monos/test/pao-mono/136-8698.obj
900,8.94364,/localhome/gue/devel/ord/monos/test/pao-mono/22-1364.obj
10,0.028754,/localhome/gue/devel/ord/monos/test/pao-mono/167-10665.obj
50,0.23645,/localhome/gue/devel/ord/monos/test/pao-mono/100-6339.obj
4000,495.833,/localhome/gue/devel/ord/monos/test/pao-mono/26-1645.obj
60,0.262833,/localhome/gue/devel/ord/monos/test/pao-mono/184-11740.obj
100,0.551397,/localhome/gue/devel/ord/monos/test/pao-mono/193-12312.obj
500,4.56933,/localhome/gue/devel/ord/monos/test/pao-mono/200-12752.obj
80,0.368206,/localhome/gue/devel/ord/monos/test/pao-mono/189-12049.obj
800,7.60595,/localhome/gue/devel/ord/monos/test/pao-mono/207-13237.obj
500,11.7663,/localhome/gue/devel/ord/monos/test/pao-mono/66-4213.obj
20,0.065248,/localhome/gue/devel/ord/monos/test/pao-mono/50-3143.obj
500,4.43356,/localhome/gue/devel/ord/monos/test/pao-mono/18-1106.obj
800,7.86679,/localhome/gue/devel/ord/monos/test/pao-mono/112-7138.obj
3000,357.683,/localhome/gue/devel/ord/monos/test/pao-mono/215-13759.obj
5000,928.681,/localhome/gue/devel/ord/monos/test/pao-mono/27-1727.obj
50,0.167969,/localhome/gue/devel/ord/monos/test/pao-mono/9-535.obj
900,17.4295,/localhome/gue/devel/ord/monos/test/pao-mono/113-7202.obj
20,0.056165,/localhome/gue/devel/ord/monos/test/pao-mono/171-10924.obj
200,1.16392,/localhome/gue/devel/ord/monos/test/pao-mono/194-12410.obj
600,5.0754,/localhome/gue/devel/ord/monos/test/pao-mono/67-4230.obj
1000,10.7124,/localhome/gue/devel/ord/monos/test/pao-mono/23-1463.obj
600,5.29097,/localhome/gue/devel/ord/monos/test/pao-mono/110-7022.obj
700,8.62569,/localhome/gue/devel/ord/monos/test/pao-mono/205-13118.obj
45,0.212498,/localhome/gue/devel/ord/monos/test/pao-mono/180-11496.obj
2000,167.025,/localhome/gue/devel/ord/monos/test/pao-mono/72-4558.obj
45,495.127,/localhome/gue/devel/ord/monos/test/pao-mono/181-11534.obj
20,0.052065,/localhome/gue/devel/ord/monos/test/pao-mono/171-10884.obj
60,0.236075,/localhome/gue/devel/ord/monos/test/pao-mono/129-8205.obj
900,7.23206,/localhome/gue/devel/ord/monos/test/pao-mono/113-7169.obj
700,12.9179,/localhome/gue/devel/ord/monos/test/pao-mono/111-7044.obj
700,7.2472,/localhome/gue/devel/ord/monos/test/pao-mono/68-4301.obj
10,0.022148,/localhome/gue/devel/ord/monos/test/pao-mono/92-5855.obj
200,1.14776,/localhome/gue/devel/ord/monos/test/pao-mono/134-8514.obj
1000,9.06524,/localhome/gue/devel/ord/monos/test/pao-mono/210-13437.obj
900,9.64107,/localhome/gue/devel/ord/monos/test/pao-mono/113-7214.obj
50,0.248036,/localhome/gue/devel/ord/monos/test/pao-mono/128-8137.obj
60,0.283326,/localhome/gue/devel/ord/monos/test/pao-mono/185-11784.obj
400,2.9314,/localhome/gue/devel/ord/monos/test/pao-mono/199-12729.obj
700,5.51089,/localhome/gue/devel/ord/monos/test/pao-mono/139-8878.obj
90,0.437379,/localhome/gue/devel/ord/monos/test/pao-mono/191-12211.obj
1000,9.4983,/localhome/gue/devel/ord/monos/test/pao-mono/71-4497.obj
2000,158.167,/localhome/gue/devel/ord/monos/test/pao-mono/86-5489.obj
4000,838.592,/localhome/gue/devel/ord/monos/test/pao-mono/26-1646.obj
20,0.05873,/localhome/gue/devel/ord/monos/test/pao-mono/50-3199.obj
200,1.16954,/localhome/gue/devel/ord/monos/test/pao-mono/194-12371.obj
30,2.07688,/localhome/gue/devel/ord/monos/test/pao-mono/5-291.obj
40,675.505,/localhome/gue/devel/ord/monos/test/pao-mono/126-8003.obj
100,0.579999,/localhome/gue/devel/ord/monos/test/pao-mono/105-6686.obj
20,0.082347,/localhome/gue/devel/ord/monos/test/pao-mono/170-10860.obj
45,0.152623,/localhome/gue/devel/ord/monos/test/pao-mono/127-8065.obj
40,1.77499,/localhome/gue/devel/ord/monos/test/pao-mono/98-6234.obj
200,1.20225,/localhome/gue/devel/ord/monos/test/pao-mono/63-4013.obj
